name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
brocken germany,6/15/2018,18.3,12.8,14.6,18.3,12.8,14.6,11.3,81.2,1.844,100,37.5,rain,0,0,,10.10,291.70,1016.9,90,25.7,87.8,7.6,5,,2018-06-15T04:58:34,2018-06-15T21:36:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/16/2018,22,12.9,17.6,22,12.9,17.6,10.6,66.8,0,0,0,,0,0,,15.80,208.70,1015.4,65.5,30.6,159.3,13.8,6,,2018-06-16T04:58:29,2018-06-16T21:37:21,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/17/2018,18.9,13.8,16.3,18.9,13.8,16.3,9.8,66.7,0.372,100,8.33,rain,0,0,,18.40,265.80,1015.9,52.5,30.1,193.1,16.5,6,,2018-06-17T04:58:28,2018-06-17T21:37:46,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/18/2018,19.9,11.5,15.6,19.9,11.5,15.6,9.9,69.3,0.033,100,4.17,rain,0,0,,17.10,238.90,1020,42.4,34.7,128.9,11.1,5,,2018-06-18T04:58:29,2018-06-18T21:38:09,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/19/2018,20.1,14.6,17,20.1,14.6,17,12.4,74.6,0.062,100,4.17,rain,0,0,,18.50,251.60,1021.8,38.2,27,85.9,7.3,3,,2018-06-19T04:58:34,2018-06-19T21:38:28,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/20/2018,24.4,12.6,18.3,24.4,12.6,18.3,12.9,72.8,0,0,0,,0,0,,14.60,244.30,1020.8,8.4,19.8,139.1,12.2,7,,2018-06-20T04:58:41,2018-06-20T21:38:45,0.25,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/21/2018,19.3,8.9,14.1,19.3,7.6,14,9.1,72.9,3.113,100,25,rain,0,0,,23.80,279.60,1015.1,32.1,26.7,123.4,10.7,6,,2018-06-21T04:58:52,2018-06-21T21:38:58,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/22/2018,12.4,6.7,9,12.4,4,7.6,5.8,80.6,7.174,100,75,rain,0,0,,17.10,285.70,1020.2,38.7,24.6,145.6,12.5,5,,2018-06-22T04:59:05,2018-06-22T21:39:08,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/23/2018,11.4,7.5,9.3,11.4,4.5,7.9,6.4,82.3,2.258,100,45.83,rain,0,0,,20.70,295.90,1023,61.4,18.1,67.1,5.7,4,,2018-06-23T04:59:22,2018-06-23T21:39:15,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/24/2018,11.6,7.4,9.9,11.6,6.2,9.2,7.3,84.4,0.702,100,25,rain,0,0,,15.10,285.90,1021.2,93,20.1,57.9,5.2,2,,2018-06-24T04:59:42,2018-06-24T21:39:19,0.37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/25/2018,15.8,9.4,12.7,15.8,8.1,12.5,9.3,80.8,0.583,100,12.5,rain,0,0,,15.80,308.20,1021.6,58.2,23.7,87.1,7.3,3,,2018-06-25T05:00:04,2018-06-25T21:39:20,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/26/2018,19.7,10.6,14.8,19.7,10.6,14.8,9.8,74,0.09,100,16.67,rain,0,0,,14.00,8.30,1023.5,21.5,21.7,133.3,11.5,7,,2018-06-26T05:00:30,2018-06-26T21:39:18,0.44,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/27/2018,20.2,11.7,16.2,20.2,11.7,16.2,9.4,65.9,0,0,0,,0,0,,20.10,34.40,1024.1,4.2,27.8,156.9,13.6,6,,2018-06-27T05:00:58,2018-06-27T21:39:13,0.47,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/28/2018,23.2,10.3,17.8,23.2,10.3,17.8,9.8,61.8,0,0,0,,0,0,,22.30,33.30,1021.8,40.4,33.7,240.3,21,8,,2018-06-28T05:01:29,2018-06-28T21:39:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/29/2018,24.7,14.8,20,24.7,14.8,20,9.3,51.8,0,0,0,,0,0,,17.60,17.00,1016.9,9.9,31.8,249,21.4,8,,2018-06-29T05:02:03,2018-06-29T21:38:53,0.54,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,6/30/2018,20.1,10.3,16,20.1,10.3,16,4.9,51,0,0,0,,0,0,,19.40,74.10,1018.4,0.5,24.6,266.5,23.3,8,,2018-06-30T05:02:40,2018-06-30T21:38:38,0.57,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/1/2018,19.2,8.1,14.5,19.2,7.1,14.4,2.7,47.8,0,0,0,,0,0,,19.80,72.10,1020.2,1.3,26.8,278.5,24.2,8,,2018-07-01T05:03:19,2018-07-01T21:38:20,0.61,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/2/2018,20.6,7.1,14.4,20.6,5.9,14.2,2.9,49.6,0,0,0,,0,0,,13.00,61.90,1018.4,1.7,29.8,264.5,22.9,8,,2018-07-02T05:04:01,2018-07-02T21:37:59,0.64,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/3/2018,24.2,7.8,17,24.2,7.1,16.9,3.9,45.4,0,0,0,,0,0,,10.10,307.20,1016.9,2.1,29.1,226.4,19.6,8,,2018-07-03T05:04:45,2018-07-03T21:37:35,0.67,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/4/2018,27.4,9.4,19.6,26.6,9.4,19.5,6.9,47.7,0,0,0,,0,0,,14.40,245.60,1014,32.7,27,229.5,20,7,,2018-07-04T05:05:32,2018-07-04T21:37:07,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/5/2018,24.7,14.5,20.4,24.7,14.5,20.4,11.1,56.2,0.589,100,12.5,rain,0,0,,15.70,316.90,1011.3,49.4,23.3,235.5,20.6,7,,2018-07-05T05:06:22,2018-07-05T21:36:37,0.74,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/6/2018,19.7,12.2,15.6,19.7,12.2,15.6,9.5,69,0,0,0,,0,0,,17.50,310.30,1017.2,30.3,18.3,101.3,8.6,6,,2018-07-06T05:07:14,2018-07-06T21:36:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/7/2018,21.3,7.7,15.2,21.3,5.9,14.9,5.7,54.9,0,0,0,,0,0,,19.60,311.80,1021.2,12.8,20.9,227.7,19.7,8,,2018-07-07T05:08:08,2018-07-07T21:35:28,0.81,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/8/2018,22,9.9,16.7,22,7.9,16.6,8.9,61.4,0,0,0,,0,0,,16.60,336.40,1021.3,16.4,20.4,190.5,16.5,7,,2018-07-08T05:09:04,2018-07-08T21:34:48,0.84,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/9/2018,19.2,10.4,15.4,19.2,10.4,15.4,8.6,64.6,0,0,0,,0,0,,17.50,321.70,1020.3,41.6,22.4,177.2,15.5,7,,2018-07-09T05:10:03,2018-07-09T21:34:06,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/10/2018,13.9,9.8,12.3,13.9,9.8,12.3,8.1,76.1,0.553,100,45.83,rain,0,0,,12.40,271.80,1016.1,57.5,26.2,81.8,7.1,2,,2018-07-10T05:11:04,2018-07-10T21:33:21,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/11/2018,16.9,8.3,13.1,16.9,8.2,13,9.2,78.7,3.405,100,50,rain,0,0,,12.50,295.10,1015,58.1,24.6,115.5,10,4,,2018-07-11T05:12:06,2018-07-11T21:32:33,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/12/2018,22.1,8.9,15.3,22.1,8.3,15.2,10.8,76.5,0.273,100,16.67,rain,0,0,,21.20,321.80,1015.7,35.4,18.6,118.3,10.2,6,,2018-07-12T05:13:11,2018-07-12T21:31:42,0.98,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/13/2018,22.8,11.4,18,22.8,11.4,18,10,61.7,0,0,0,,0,0,,19.90,310.50,1018.2,2.3,27.5,218.4,18.9,7,,2018-07-13T05:14:18,2018-07-13T21:30:48,0,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/14/2018,22,9.9,16.8,22,9.9,16.8,10.5,68.4,0,0,0,,0,0,,13.00,332.10,1019.1,7.1,25.2,195.1,16.9,6,,2018-07-14T05:15:26,2018-07-14T21:29:52,0.04,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/15/2018,23.6,9.1,17.1,23.6,9.1,17.1,8.8,61.9,0,0,0,,0,0,,15.80,59.70,1017.1,2.4,29.9,269.9,23,7,,2018-07-15T05:16:37,2018-07-15T21:28:53,0.08,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/16/2018,25.2,10.7,18.6,25.2,10.7,18.6,8.6,55.2,0.062,100,4.17,rain,0,0,,14.50,71.00,1013.8,24.7,35.8,266.9,23,9,,2018-07-16T05:17:49,2018-07-16T21:27:51,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/17/2018,26.5,12.1,20.5,26.5,12.1,20.5,8,48.2,0,0,0,,0,0,,17.60,311.30,1012.5,7.7,24.9,269.6,23,8,,2018-07-17T05:19:02,2018-07-17T21:26:47,0.15,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/18/2018,22.1,14.8,18.8,22.1,14.8,18.8,9.6,56.7,0,0,0,,0,0,,20.00,320.80,1016.2,5.1,17.4,194.5,16.7,7,,2018-07-18T05:20:17,2018-07-18T21:25:40,0.18,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/19/2018,23.3,9.9,17.6,23.3,9.9,17.6,7,52.8,0,0,0,,0,0,,15.80,346.00,1017.7,2.8,21.7,246,21.4,8,,2018-07-19T05:21:34,2018-07-19T21:24:30,0.25,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/20/2018,25.4,11.1,19.2,25.4,11.1,19.2,8.1,51.4,0,0,0,,0,0,,12.60,58.60,1014.4,27.8,18.7,181.3,15.7,6,,2018-07-20T05:22:52,2018-07-20T21:23:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/21/2018,24.5,14.1,19.7,24.5,14.1,19.7,9.5,53,0,0,0,,0,0,,17.10,110.60,1011.4,68.1,17.8,186.2,15.9,6,,2018-07-21T05:24:12,2018-07-21T21:22:04,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/22/2018,22.6,15.3,17.9,22.6,15.3,17.9,14,79.3,4.713,100,50,rain,0,0,,12.00,257.60,1013.4,74.8,15.1,122.3,10.7,5,,2018-07-22T05:25:32,2018-07-22T21:20:47,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/23/2018,25.3,13.3,19.4,25.3,13.3,19.4,12.3,67.3,0,0,0,,0,0,,15.10,279.80,1016,4.6,18.8,228.5,19.7,7,,2018-07-23T05:26:54,2018-07-23T21:19:28,0.35,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/24/2018,29.4,12.9,22.1,28.4,12.9,21.8,11.4,55.1,0,0,0,,0,0,,13.90,63.50,1015,1.8,28.7,236.4,20.3,7,,2018-07-24T05:28:17,2018-07-24T21:18:07,0.38,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/25/2018,30.2,16.1,24.3,29,16.1,23.9,12.5,51.3,0,0,0,,0,0,,14.80,42.80,1014.4,4,29.9,212.7,18.5,7,,2018-07-25T05:29:42,2018-07-25T21:16:43,0.42,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/26/2018,29.8,16.1,24.1,28.5,16.1,23.7,11.6,49,0,0,0,,0,0,,22.30,67.60,1015.7,4.3,22.4,240.7,20.6,7,,2018-07-26T05:31:07,2018-07-26T21:15:17,0.45,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/27/2018,29,15.8,23.2,28,15.8,23,12,51.5,0.032,100,8.33,rain,0,0,,18.00,82.00,1014.1,9.2,24,243.9,21,7,,2018-07-27T05:32:33,2018-07-27T21:13:49,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/28/2018,29.7,16.7,22.4,28.8,16.7,22.3,14.4,63.4,16.251,100,16.67,rain,0,0,,18.60,139.20,1008.7,41.8,23.5,218.5,18.8,8,,2018-07-28T05:34:00,2018-07-28T21:12:19,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/29/2018,26.4,13.5,20.1,26.4,13.5,20.1,12.8,67,0.601,100,4.17,rain,0,0,,18.40,162.00,1014.7,57.8,25.3,183,15.8,7,,2018-07-29T05:35:28,2018-07-29T21:10:47,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/30/2018,29.4,15.8,23.9,28.3,15.8,23.5,11.9,50.4,0,0,0,,0,0,,13.00,67.00,1015,5.3,30.8,245.6,21.1,8,,2018-07-30T05:36:57,2018-07-30T21:09:13,0.59,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,7/31/2018,32.6,17.4,25.9,30.9,17.4,25.2,11.9,45.6,0,0,0,,0,0,,19.20,317.80,1014.8,22.2,30,197.5,17,7,,2018-07-31T05:38:27,2018-07-31T21:07:38,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/1/2018,27.9,18.6,23.5,27.5,18.6,23.4,12.6,51.8,0,0,0,,0,0,,25.10,12.30,1019.1,39.5,38,204.9,17.8,7,,2018-08-01T05:39:57,2018-08-01T21:06:00,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/2/2018,26.6,18.1,21.9,26.6,18.1,21.9,16,70.3,1.678,100,33.33,rain,0,0,,13.80,74.70,1021.7,32.2,28.6,187.5,16.3,7,,2018-08-02T05:41:28,2018-08-02T21:04:20,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/3/2018,29,15.2,22.8,28.8,15.2,22.8,14.9,64,0,0,0,,0,0,,13.80,79.50,1020.9,2.7,25.5,232.9,20.1,7,,2018-08-03T05:42:59,2018-08-03T21:02:39,0.73,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/4/2018,28.8,17.1,23.7,28.4,17.1,23.6,13.7,55.8,0,0,0,,0,0,,16.10,339.10,1017.2,11.9,30.4,201.5,17.2,7,,2018-08-04T05:44:31,2018-08-04T21:00:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/5/2018,21.9,14.2,18.9,21.9,14.2,18.9,11.8,65.2,0.008,100,8.33,rain,0,0,,18.60,337.80,1020.2,4.1,29.4,174.9,15.2,9,,2018-08-05T05:46:04,2018-08-05T20:59:11,0.79,Rain,Clear conditions throughout the day with morning rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/6/2018,27.3,9.7,19.2,26.6,9.7,19.1,7.7,53.2,0,0,0,,0,0,,15.20,159.80,1018.2,2.7,28.8,240.4,20.9,7,,2018-08-06T05:47:37,2018-08-06T20:57:25,0.83,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/7/2018,32.3,14.5,24.5,30.3,14.5,23.8,9.2,40.8,0,0,0,,0,0,,17.40,196.90,1011.1,20.7,36.2,227.5,19.5,6,,2018-08-07T05:49:10,2018-08-07T20:55:37,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/8/2018,30.2,20.5,25,29.3,20.5,24.7,12.6,47.2,0.026,100,4.17,rain,0,0,,19.80,241.50,1010.1,42,32.9,174.7,14.9,7,,2018-08-08T05:50:44,2018-08-08T20:53:47,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/9/2018,29.6,15.2,21.6,28.8,15.2,21.5,14.4,66.6,2.787,100,12.5,rain,0,0,,23.30,138.60,1012.8,32.2,16.9,183.6,15.9,6,,2018-08-09T05:52:18,2018-08-09T20:51:56,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/10/2018,20.2,12.7,16.8,20.2,12.7,16.8,7.4,56.1,0,0,0,,0,0,,23.00,231.90,1019.2,28.6,33.3,184,15.7,6,,2018-08-10T05:53:53,2018-08-10T20:50:04,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/11/2018,18.3,10.6,14.6,18.3,10.6,14.6,5,54.2,0.307,100,8.33,rain,0,0,,24.30,248.10,1020.9,23.6,38.1,182.6,15.9,8,,2018-08-11T05:55:27,2018-08-11T20:48:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/12/2018,24.2,7.9,16.1,24.2,7.9,16.1,3.2,47.7,0,0,0,,0,0,,18.40,221.70,1017.1,58.8,36,221.5,19.1,7,,2018-08-12T05:57:02,2018-08-12T20:46:15,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/13/2018,24.4,11.1,16.8,24.4,11.1,16.8,8.9,61.8,1.715,100,25,rain,0,0,,22.20,223.40,1008.7,56,34.5,101.9,8.8,5,,2018-08-13T05:58:38,2018-08-13T20:44:18,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/14/2018,17.6,13.9,15.3,17.6,13.9,15.3,12.7,84.4,1.57,100,33.33,rain,0,0,,16.30,246.60,1011.6,25.4,12.3,93.5,7.9,3,,2018-08-14T06:00:13,2018-08-14T20:42:21,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/15/2018,19.7,12.2,15.8,19.7,12.2,15.8,10.9,73.8,0,0,0,,0,0,,13.00,260.00,1018.7,32.3,25.6,124.4,10.9,6,,2018-08-15T06:01:49,2018-08-15T20:40:22,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/16/2018,26.9,11.1,18.6,26.6,11.1,18.6,10.4,63,0,0,0,,0,0,,16.40,211.50,1016.8,3.5,23.9,222.8,19.2,7,,2018-08-16T06:03:25,2018-08-16T20:38:21,0.17,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/17/2018,24.1,13.8,19,24.1,13.8,19,12.3,66.4,0,0,0,,0,0,,22.00,350.50,1015.2,49.5,24.4,184.7,15.9,6,,2018-08-17T06:05:00,2018-08-17T20:36:20,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/18/2018,24,14.8,18.4,24,14.8,18.4,10.4,63.2,0,0,0,,0,0,,14.60,262.20,1020.6,39.1,23.9,213.5,18.5,7,,2018-08-18T06:06:36,2018-08-18T20:34:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/19/2018,26.9,10.2,19.1,26.5,10.2,19,7.1,50.7,0,0,0,,0,0,,17.80,219.20,1019.8,16.9,30.5,206.3,17.9,7,,2018-08-19T06:08:13,2018-08-19T20:32:14,0.27,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/20/2018,20.3,15.2,17.8,20.3,15.2,17.8,12.6,71.7,0,0,0,,0,0,,13.20,266.20,1017.9,33,23.6,64.6,5.5,2,,2018-08-20T06:09:49,2018-08-20T20:30:10,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/21/2018,21.6,13.8,17.5,21.6,13.8,17.5,12.4,74,0.059,100,8.33,rain,0,0,,8.80,60.30,1020.7,41.2,23.8,195.4,16.7,7,,2018-08-21T06:11:25,2018-08-21T20:28:04,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/22/2018,26.9,10.4,19,26.6,10.4,19,8.7,55.3,0,0,0,,0,0,,15.60,101.20,1018,14.1,38.6,249.3,21.5,7,,2018-08-22T06:13:01,2018-08-22T20:25:58,0.36,Clear,Clear conditions throughout the day.,clear-day,"21,740,487,805,490,000,000,000,000,000"
brocken germany,8/23/2018,28.7,14.7,21.9,27.8,14.7,21.7,11.2,53.1,0,0,0,,0,0,,15.80,251.90,1011.5,10.1,29.3,183.2,15.9,6,,2018-08-23T06:14:38,2018-08-23T20:23:51,0.4,Clear,Clear conditions throughout the day.,clear-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/24/2018,17.8,12.5,16,17.8,12.5,16,10.5,70.6,1.285,100,16.67,rain,0,0,,16.20,264.20,1009.7,72.9,22.1,92.3,8,5,,2018-08-24T06:16:14,2018-08-24T20:21:43,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/25/2018,13.6,8.2,10.6,13.6,6.6,10.4,6.1,74.2,3.31,100,25,rain,0,0,,23.60,238.10,1010.8,38.6,36.3,79.5,6.8,4,,2018-08-25T06:17:50,2018-08-25T20:19:34,0.46,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/26/2018,16.3,6.7,11.1,16.3,5.2,10.5,4,65.3,0,0,0,,0,0,,16.30,248.10,1015.8,22.2,28.2,165.3,14.2,6,,2018-08-26T06:19:27,2018-08-26T20:17:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/27/2018,16.6,10.7,13.3,16.6,10.7,13.3,7.6,69,0.459,100,20.83,rain,0,0,,25.00,214.40,1012.8,46.8,27.3,55.9,4.7,3,,2018-08-27T06:21:03,2018-08-27T20:15:13,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/28/2018,20.1,9.7,14.7,20.1,9.3,14.7,8.1,66.8,0,0,0,,0,0,,10.10,295.90,1019.1,4.7,28,106.8,9.2,4,,2018-08-28T06:22:39,2018-08-28T20:13:02,0.57,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/29/2018,25.7,9.1,17.6,25.7,8.1,17.3,7.9,56.7,0,0,0,,0,0,,17.40,154.60,1014.4,21.2,23.7,181,15.7,6,,2018-08-29T06:24:16,2018-08-29T20:10:50,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D7915,02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/30/2018,18.5,11.9,14.6,18.5,11.9,14.6,12,84.8,4.408,100,83.33,rain,0,0,,15.20,289.10,1015.7,54.9,14.8,33.5,2.9,2,,2018-08-30T06:25:52,2018-08-30T20:08:37,0.64,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,8/31/2018,15.7,7.5,11.7,15.7,6.8,11.5,6.6,73.1,0,0,0,,0,0,,14.00,319.30,1021.9,60.5,35.2,149.2,12.9,6,,2018-08-31T06:27:28,2018-08-31T20:06:24,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02174,D4240,04878,05490,00656,04445,02039"
brocken germany,9/1/2018,17.8,5.9,12,17.8,4,11.6,6.2,70,0,0,0,,0,0,,15.50,7.70,1025,6.3,34.1,148.2,12.7,7,,2018-09-01T06:29:05,2018-09-01T20:04:10,0.71,Clear,Clear conditions throughout the day.,clear-day,"02174,D4240,04878,05490,00656,04445,02039"
